reporting_jurisdiction,partner_jurisdiction,year,total_revenues,related_party_revenues,unrelated_party_revenues,profit_before_tax,income_tax_paid,income_tax_accrued,stated_capital,accumulated_earnings,tangible_assets,num_employees,num_mne_groups,num_subgroups,num_entities,research_development,holding_equity,ip_management,purchasing,manufacturing,sales_marketing,admin_support,regulated_finance,internal_group_finance,insurance,services_unrelated,dormant,other_activity,profit_positive_panel,profit_negative_panel
SWE,ITA,2016,16566967.702646002,7180072.052403338,9386895.650242664,9680400.24507684,2580332.346106322,2749401.523982944,1046830.7551640318,39622305.419488646,4866758.328763087,258.2189346143922,3.0,3.0,4.0,2.0,1.0,1.0,4.0,8.0,5.0,6.0,4.0,4.0,2.0,7.0,4.0,1.0,10345178.583395561,-901832.9923241438
SWE,ITA,2017,5295769.206405894,1032314.7333562816,4263454.473049613,-644047.9268265117,0.0,0.0,1184830.1469407626,-1347363.7740623697,2425798.563365164,65.53698675403996,3.0,3.0,5.0,4.0,1.0,1.0,5.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,4.0,241059.70562619477,-584317.5041668791
SWE,ITA,2018,27645727.36147354,9072072.659327347,18573654.702146195,8508234.892131215,1951421.894896582,2332481.9348303527,1970056.7672089147,45674919.87205159,7300495.476796982,1004.7460012236195,3.0,3.0,6.0,5.0,0.0,1.0,2.0,8.0,5.0,7.0,4.0,1.0,2.0,3.0,1.0,5.0,10103696.741779836,-3913881.645124477
SWE,ITA,2019,2680690.129269939,726769.5494708604,1953920.5797990786,-10295.595219311414,0.0,0.0,214016.2707531699,-21756.299047845176,423288.11499724083,43.738838923355914,6.0,6.0,9.0,5.0,1.0,1.0,3.0,9.0,8.0,8.0,1.0,2.0,3.0,10.0,5.0,3.0,1626.0113960558517,-8301.154519312577
SWE,ITA,2020,59587928.54276349,34120280.92046411,25467647.622299373,6813651.3423462445,1377799.1025996474,1460874.7429776094,60075.44366718108,15606127.547375288,106677.78518338123,187.69530807246443,3.0,3.0,4.0,4.0,1.0,1.0,2.0,9.0,4.0,2.0,3.0,1.0,1.0,5.0,1.0,6.0,6027485.873070257,-1601992.2492904027
SWE,ITA,2021,134056601.15026338,24120597.40160223,109936003.74866115,6553799.917451938,806248.7377882596,1048711.4981257028,3412921.0264189104,16311218.44146532,9052977.595890129,2945.228930468399,1.0,1.0,2.0,0.0,1.0,0.0,4.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,7725589.623330772,-2434307.8978691427
SWE,JEY,2016,18181842.07309138,9679872.888415378,8501969.184676003,17272749.96943681,4910987.770085107,6086008.000167923,15990668.633388659,40651741.21784754,26957373.372129053,300.85196157619896,1.0,1.0,2.0,0.0,10.0,3.0,2.0,0.0,1.0,2.0,3.0,2.0,0.0,6.0,3.0,2.0,18944341.433927543,-6136688.442688221
SWE,JEY,2017,9779365.138751261,2294094.8850990376,7485270.253652223,5624076.419555181,190141.12156004691,191614.48249746236,443687.0683217742,13674473.385030106,1925346.2375499983,58.033206753908914,9.0,9.0,11.0,5.0,14.0,9.0,2.0,4.0,3.0,3.0,6.0,17.0,2.0,2.0,15.0,3.0,6211016.4030937515,-1168683.1565411566
SWE,JEY,2018,5931397.537504929,2636001.1671166616,3295396.3703882676,1016869.9506795392,118554.20795136724,129575.9756980405,2378049.1556024584,2581605.9778576083,4738839.936576021,53.45074466111501,7.0,7.0,9.0,2.0,9.0,8.0,2.0,1.0,1.0,2.0,16.0,13.0,4.0,2.0,7.0,5.0,1036670.757572106,-196195.5975422884
SWE,JEY,2019,94034409.34247439,49030420.9963806,45003988.34609379,32586947.12154845,3881838.2817379115,4941571.71237365,2532533.5173181724,149676996.6159913,4569625.918821215,449.76283272799395,4.0,4.0,5.0,2.0,4.0,4.0,2.0,2.0,0.0,2.0,1.0,5.0,1.0,0.0,5.0,1.0,30832083.215959817,-13996383.904872753
SWE,JEY,2020,76912717.0250201,41625156.57692656,35287560.44809353,28227049.52958105,3181876.1977241323,4074784.758930971,248277.55524830255,136150682.56722784,1035173.8372927816,825.1285307538974,3.0,3.0,5.0,2.0,4.0,11.0,2.0,0.0,3.0,0.0,5.0,9.0,3.0,3.0,7.0,2.0,33636650.129137084,-5574684.400303127
SWE,JEY,2021,113510426.99504763,18664765.850646567,94845661.14440106,49817897.78373625,6810872.715150449,7466617.643732999,308484.87525733485,116039864.832748,933727.539448815,834.1618032284822,5.0,5.0,10.0,4.0,18.0,19.0,9.0,4.0,10.0,4.0,14.0,12.0,5.0,4.0,9.0,4.0,55089314.74906169,-16715455.89565959
SWE,JPN,2016,73256765.84393282,26634732.084880702,46622033.75905212,9160971.050651966,1497508.1913099163,1941875.2678444514,195078.26106841114,28640179.47729267,694613.3227176976,503.1499301652438,1.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,6.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,7628638.780282675,-2410952.0964215356
SWE,JPN,2017,100880316.11643882,63759249.574167505,37121066.542271316,24895870.39038267,3274174.186980846,3336964.584867326,1582723.422057523,136422022.0134499,5221291.631275633,923.1997852071738,4.0,4.0,6.0,6.0,2.0,3.0,3.0,6.0,0.0,3.0,1.0,0.0,1.0,4.0,1.0,1.0,21393362.093432285,-2578679.1355363606
SWE,JPN,2018,161566389.50698683,51581051.5275329,109985337.97945394,7407533.08946312,1017689.3201948031,1417143.3892656704,20175471.729021937,19552680.771251746,43093617.21793484,999.7204641865123,2.0,2.0,3.0,2.0,1.0,0.0,2.0,2.0,3.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,7398835.7958398545,-3018585.217624633
SWE,JPN,2019,66865440.04302337,24247504.321460668,42617935.721562706,10081294.210125342,2687126.795861404,2845283.112132324,5302880.451864776,21176978.40909897,11178635.575779539,394.1954083818441,4.0,4.0,9.0,6.0,6.0,1.0,5.0,7.0,12.0,5.0,2.0,2.0,1.0,6.0,1.0,5.0,9436967.858078308,-1888831.1320321183
SWE,JPN,2020,17478943.861993853,10601694.113055233,6877249.74893862,-2282447.7730820472,0.0,0.0,464677.3293985765,-11153197.981139356,1763494.250690263,161.13174604445467,10.0,10.0,25.0,13.0,6.0,9.0,11.0,32.0,30.0,11.0,8.0,4.0,8.0,22.0,2.0,5.0,594356.5313353027,-2529728.455488929
SWE,JPN,2021,19960916.99336988,12697139.524933219,7263777.468436661,4795639.0397518715,768110.8672520187,1043785.737948371,16484014.902179671,27019451.869212925,35841200.26323778,319.7876607132958,4.0,4.0,6.0,1.0,4.0,1.0,2.0,7.0,5.0,3.0,1.0,2.0,4.0,5.0,1.0,3.0,3945986.114145487,-483888.3371091267
SWE,KOR,2016,128075975.9979416,49963113.005813874,78112862.99212772,21577698.91642846,4496832.21988883,5721619.138497363,42621.53774611822,52311967.30458587,342225.4669068569,1168.143931196884,2.0,2.0,4.0,0.0,0.0,0.0,4.0,3.0,3.0,3.0,0.0,0.0,1.0,5.0,0.0,3.0,21000455.245281048,-5164155.456863445
SWE,KOR,2017,194969140.55319786,125302783.16029504,69666357.39290282,60083435.31631131,8923468.945312465,11080268.677728621,1456727.5920048442,140346618.0136045,11763518.431947092,576.2587666903213,4.0,4.0,5.0,3.0,2.0,1.0,2.0,5.0,7.0,2.0,2.0,0.0,3.0,4.0,1.0,3.0,60961013.73456616,-27505426.556465335
SWE,KOR,2018,17800590.259841613,178005.90259841614,17622584.3572432,2478400.8540661144,674615.1318810072,878956.2290840916,3856588.4662571754,10691376.021492202,6855976.43996751,205.29844314153962,3.0,3.0,4.0,4.0,2.0,1.0,2.0,6.0,4.0,5.0,2.0,4.0,3.0,4.0,7.0,2.0,2490621.86659522,-559361.0036221431
SWE,KOR,2019,10686795.023337934,1816441.122914695,8870353.900423238,2532718.974043899,568358.1670932081,640473.9317471583,2034206.3900722484,7896043.918760209,4181411.394269025,73.16650677612924,5.0,5.0,11.0,3.0,4.0,4.0,8.0,4.0,8.0,9.0,2.0,2.0,1.0,9.0,2.0,1.0,2906068.9781393236,-1040616.5104742937
SWE,KOR,2020,3002981.783916122,1083302.7596807792,1919679.0242353426,168149.60790096683,52398.09809302092,54884.768603426426,2881519.1508427686,401460.4748069697,7696915.8121228125,22.62123744713058,7.0,7.0,12.0,8.0,4.0,3.0,10.0,10.0,14.0,10.0,2.0,3.0,4.0,7.0,2.0,5.0,155820.8838461495,-63159.64365676753
SWE,KOR,2021,76605332.28205055,38428663.42477424,38176668.85727631,15925645.39060979,2156631.4561666916,2202913.1489994233,14424207.656259825,78715140.76761629,33795624.01029171,211.44132696258322,2.0,2.0,3.0,2.0,0.0,1.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,13129999.045745803,-5758556.364457679
SWE,MEX,2016,33049040.525701948,16194768.137843022,16854272.387858927,5297516.7465290725,1077352.7674692103,1318101.3020964866,984214.6493028381,20952862.38685876,3498758.246414804,266.86656131171964,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,4245903.687802464,-511504.297552662
SWE,MEX,2017,23830193.45255269,3797124.204016937,20033069.248535752,2940867.5208379976,299536.20848707325,417280.8651675724,210288.36479128696,15590299.875264645,1466692.6374847556,220.14584518932844,2.0,2.0,3.0,0.0,2.0,2.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,2547522.667680889,-296968.9363698451
SWE,MEX,2018,73243150.49624278,17360645.61213114,55882504.884111635,-3111470.5416688165,0.0,0.0,212754.93626282777,-17466221.839465823,778118.356905405,734.383674247715,1.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,6.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,1212503.054943103,-3119331.45135659
SWE,MEX,2019,2097928.855987449,1319198.1218454405,778730.7341420086,401807.38309256814,113027.51480436824,142859.80293797192,8998570.718237422,1955923.5676925133,17010708.21396916,71.2582691156669,13.0,13.0,15.0,12.0,11.0,14.0,8.0,24.0,17.0,13.0,9.0,5.0,11.0,14.0,5.0,20.0,366905.85065281205,-97424.61844472757
SWE,MEX,2020,11536175.150614787,5973886.676239045,5562288.474375742,2530509.906586449,273721.8102143648,295197.43110013043,890080.7578998426,10356746.678354131,2569312.3387813256,45.05434735926788,1.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2134235.6800533365,-733405.9734992628
SWE,MEX,2021,138786506.3774008,100404355.59589575,38382150.78150503,24818736.303516697,0.0,0.0,1944817.9634785447,83259311.54488921,11764067.097494254,279.70788305324226,1.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,25054766.464256383,-8174256.155993175
SWE,NOR,2016,37305312.95965127,31338352.859209567,5966960.100441704,6881000.414806094,2069483.8259332352,2325335.064329376,10084884.531536741,22984076.171958804,23838800.36038104,173.5551663980071,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,0.0,2.0,3.0,0.0,1.0,5617308.287735367,-1681414.1791274028
SWE,NOR,2017,33848698.70871014,17577550.164090667,16271148.544619473,3629865.7462723255,1049849.1062615812,1425144.798786136,62660337.899109185,9885993.988903057,154558513.41673535,60.41398534780809,47.0,47.0,59.0,24.0,22.0,6.0,32.0,62.0,56.0,32.0,18.0,17.0,16.0,42.0,9.0,26.0,2951073.0948765343,-1701881.003876197
SWE,NOR,2018,5547778.71773486,1856070.3608502562,3691708.356884604,247371.99717869796,53652.73484959319,72294.65831277426,1544855.2188790317,1440699.2024704341,3843456.9414276727,143.33070527222864,4.0,4.0,7.0,5.0,2.0,0.0,4.0,7.0,5.0,6.0,3.0,3.0,3.0,7.0,0.0,1.0,217330.82626519122,-70419.58782924735
SWE,NOR,2019,12806276.84030917,4090685.3707442377,8715591.469564931,310183.5009870789,28668.49289048146,30145.348341987894,713581.3698357467,1295845.0434362725,1193939.9944065127,154.88436692743835,4.0,4.0,8.0,4.0,4.0,2.0,6.0,11.0,10.0,4.0,1.0,3.0,4.0,7.0,3.0,2.0,335684.6303256086,-135752.24351322136
SWE,NOR,2020,10243184.763346788,4947450.93013011,5295733.833216677,358963.1264851323,114715.43955175986,132505.74296190942,1587828.715159144,1055191.882967968,5292794.601225525,63.48626945476567,2.0,2.0,4.0,0.0,1.0,0.0,1.0,5.0,4.0,4.0,0.0,1.0,2.0,3.0,2.0,3.0,314613.34970763687,-130677.66856475006
SWE,NOR,2021,81161961.70788905,29308746.015547384,51853215.69234167,1314656.1297387723,286598.35009380704,327582.1182905368,208450.25537961858,6101128.887198933,572461.8655673497,269.94363965036774,3.0,3.0,4.0,1.0,1.0,1.0,0.0,5.0,5.0,2.0,3.0,1.0,0.0,4.0,1.0,1.0,1362540.2012652939,-220350.74601189265
SWE,NZL,2016,15074523.001055818,4010764.035917218,11063758.965138601,2677118.260543381,757412.1166233465,961648.442974407,4423635.833247111,13206747.657777611,29323197.25542215,153.55505160249407,4.0,4.0,6.0,2.0,3.0,2.0,7.0,7.0,9.0,5.0,5.0,0.0,2.0,4.0,2.0,4.0,2325493.3563444326,-523538.6267132595
SWE,NZL,2017,13386156.486012882,10044589.673353834,3341566.812659047,-137867.5467275216,0.0,0.0,14731092.994706968,-431929.6606361146,33048529.94377208,86.24738682096334,2.0,2.0,4.0,2.0,6.0,3.0,4.0,19.0,5.0,1.0,3.0,1.0,2.0,5.0,1.0,3.0,28977.777221920784,-120081.4796197142
SWE,NZL,2018,36779622.355569705,10702280.709476162,26077341.64609354,8740330.329430224,1896754.0118278204,2054451.5841961892,1248154.6630983213,37191265.63964573,3455416.834723518,651.6717881012187,5.0,5.0,10.0,7.0,3.0,2.0,3.0,9.0,21.0,9.0,4.0,1.0,4.0,8.0,2.0,4.0,10274742.167509105,-3611217.8764462736
SWE,NZL,2019,76552534.77037248,35764905.3419331,40787629.42843938,3871744.315262966,205187.45449237456,237360.43167784266,8903639.096289653,8966941.201544587,17905240.362447716,439.30176913108045,1.0,1.0,2.0,1.0,2.0,0.0,0.0,4.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,3132383.8895296175,-898529.5999860305
SWE,NZL,2020,17810284.027244296,4468549.434896504,13341734.592347793,2097862.37806919,275039.9953346826,373060.8290398273,302205.9247626971,10185000.658465156,1792531.0013397613,90.34460500111501,7.0,7.0,10.0,8.0,3.0,4.0,6.0,11.0,9.0,6.0,2.0,3.0,2.0,10.0,2.0,7.0,1947682.6071043224,-893909.0921502232
SWE,NZL,2021,4193287.6272972235,2777652.6701041544,1415634.9571930692,824410.1131909185,230847.92773189844,258449.65738434863,887613.2940981737,3950791.381967356,4702719.490368427,7.046058286361084,2.0,2.0,5.0,1.0,1.0,0.0,2.0,4.0,5.0,4.0,3.0,2.0,5.0,8.0,3.0,0.0,802022.4735772053,-355712.6006425356
SWE,POL,2016,9627584.315661823,1119866.2766920484,8507718.038969776,740451.5454922371,145008.8320378619,183930.96784894814,875469.5026378643,1676132.3864968615,5620726.638634921,139.52849022720653,2.0,2.0,3.0,1.0,0.0,0.0,1.0,7.0,7.0,1.0,0.0,0.0,1.0,2.0,1.0,3.0,657588.7720170001,-354794.9467280383
SWE,POL,2017,2326860.4253859324,286614.83375899657,2040245.5916269356,707114.1394285804,137264.07648185545,162716.09496292192,3649941.239926185,1933849.4968801902,9227097.600632451,45.353508774505364,6.0,6.0,15.0,7.0,4.0,3.0,6.0,21.0,21.0,9.0,5.0,6.0,2.0,9.0,0.0,8.0,661609.3714482492,-87028.82095346453
SWE,POL,2018,159090488.17566702,108358215.74271671,50732272.4329503,25137648.07129689,5800974.19798042,7440709.244749723,370810.9794965775,54213242.86473364,1342887.9498644834,683.9204858021027,4.0,4.0,6.0,3.0,1.0,0.0,4.0,7.0,2.0,3.0,2.0,1.0,0.0,4.0,1.0,3.0,26627280.294110943,-11035500.343042372
SWE,POL,2019,118381380.65351816,49248751.94607658,69132628.70744158,17985226.522773623,2542287.658292788,2929833.517030957,156079.37189515127,105400967.5478172,359726.82872175216,1170.436171831953,3.0,3.0,4.0,1.0,1.0,1.0,3.0,3.0,5.0,5.0,2.0,0.0,1.0,4.0,0.0,1.0,15276828.870067215,-2486883.533972948
SWE,POL,2020,112334304.2127342,31534750.812884305,80799553.39984989,18578368.551672917,6666975.974889757,8564032.246918892,10465898.688690837,107073011.81732711,25525988.864661776,2174.328145712692,1.0,1.0,2.0,1.0,0.0,0.0,4.0,1.0,6.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,17734938.25066386,-4646454.358364951
SWE,POL,2021,8975639.583189683,3500075.94202606,5475563.641163623,853917.5748040926,186604.07542840057,213462.44701830114,556278.3841545023,4503271.917306195,3889784.755041101,40.94224505145356,4.0,4.0,7.0,2.0,0.0,1.0,1.0,7.0,2.0,4.0,2.0,0.0,2.0,8.0,0.0,1.0,722983.0821955064,-365984.2191259526
SWE,PRT,2016,141622018.52011523,36628163.58707963,104993854.9330356,23678524.982306223,2252040.9959670817,2413701.4025491388,674968.2859860634,133693725.82269628,1748446.643775486,1583.2309215425128,1.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,25137605.528937105,-10911394.273223758
SWE,PRT,2017,33670058.84204656,4136136.0009254357,29533922.841121122,1720101.883549117,446666.75277898984,552342.8023459589,2426457.8022154337,7882282.255550191,5760145.844870711,917.1536133525861,1.0,1.0,2.0,2.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,3.0,1497505.4544120708,-195050.7062388508
SWE,PRT,2018,366463789.0878827,242599715.114793,123864073.9730897,303269602.97279775,82857634.84722781,104614845.5508372,7468007.686922472,1127054465.8900526,21207400.141391937,862.4341900077013,7.0,7.0,10.0,6.0,7.0,3.0,12.0,14.0,6.0,9.0,6.0,5.0,8.0,15.0,12.0,9.0,272471331.7349833,-70355291.98218183
SWE,PRT,2019,36286730.28347468,9382353.24133899,26904377.042135686,8462411.278027058,1136087.1298771454,1164850.0847297001,5058846.538140876,39044305.5724059,9639123.292448394,432.33026494070157,5.0,5.0,6.0,6.0,0.0,1.0,5.0,11.0,4.0,2.0,7.0,0.0,2.0,6.0,1.0,3.0,9243594.51754553,-2910191.507851174
SWE,PRT,2020,67798388.03922209,22079932.653322507,45718455.38589959,22907888.83815563,4217950.994569843,4682907.506621032,696603.997914859,104014847.32135378,1264315.1254874798,1063.1403658044517,15.0,15.0,18.0,6.0,1.0,4.0,10.0,20.0,19.0,14.0,2.0,5.0,6.0,16.0,4.0,5.0,26617911.59597119,-8447772.981580928
SWE,PRT,2021,20183270.572159775,11801393.293602416,8381877.278557357,1128205.8664820169,296305.7444737472,298422.78823484405,1650721.7179624652,2884239.4263128433,5136999.903075082,67.05556073616289,4.0,4.0,9.0,3.0,2.0,4.0,4.0,11.0,8.0,2.0,5.0,1.0,7.0,7.0,3.0,2.0,1069511.812255638,-335748.9960957894
SWE,TUR,2016,114174359.76696795,29590858.526707456,84583501.2402605,11962276.175334057,4070859.8715281533,4325426.558869258,5706094.232512111,43845802.29969335,11757119.006554944,1173.8199946658385,1.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,3.0,5.0,1.0,0.0,0.0,2.0,1.0,0.0,10670516.27906036,-3833536.68073276
SWE,TUR,2017,310368955.1646143,123825710.73383203,186543244.43078232,11990495.150478916,3911099.667622304,4709648.804606119,3201000.90539945,30633076.545890234,6534062.055499118,3376.1660894044317,15.0,15.0,18.0,11.0,5.0,5.0,10.0,25.0,15.0,10.0,4.0,4.0,3.0,17.0,2.0,5.0,10010786.012671135,-1568017.3697914765
SWE,TUR,2018,39636340.73253629,7653548.764071158,31982791.96846514,-4623190.412549214,0.0,0.0,308812.75569398893,-15271004.445873998,2749879.9587008655,376.8121820014133,10.0,10.0,13.0,6.0,4.0,4.0,6.0,13.0,11.0,3.0,3.0,0.0,6.0,9.0,3.0,5.0,1221023.4157655742,-3761021.3103125077
SWE,TUR,2019,94517664.84230132,47936278.029291995,46581386.81300933,12053788.971575899,1796796.2951210637,2438402.8323325715,1854869.1117178188,56017566.030425824,3658789.8294452336,981.01239613321,2.0,2.0,4.0,2.0,1.0,1.0,3.0,7.0,5.0,4.0,1.0,2.0,4.0,3.0,1.0,1.0,11281605.777342843,-2275645.4331430253
SWE,TUR,2020,18896535.85924788,11526632.448173184,7369903.411074693,-3779307.171849576,0.0,0.0,4695940.540776985,-10196259.059822157,23099512.01370975,140.25659821143194,4.0,4.0,7.0,4.0,4.0,3.0,9.0,11.0,13.0,9.0,6.0,9.0,8.0,9.0,8.0,1.0,1440324.6697066012,-3198712.2120267954
SWE,TUR,2021,116603790.66068074,15931182.239504604,100672608.42117615,-23320758.13213615,0.0,0.0,2842465.387585862,-72949614.06384836,10099910.735594478,930.7435731662279,4.0,4.0,6.0,8.0,3.0,6.0,9.0,6.0,3.0,15.0,1.0,2.0,2.0,5.0,9.0,8.0,6156651.730073131,-26369211.382294606
SWE,USA,2016,20769411.356881518,12922150.740417939,7847260.616463578,3784361.0085232113,647618.3280639867,670022.8360339273,2719569.0670858384,16201331.704843724,5362539.2640313,41.53795338379682,10.0,10.0,13.0,4.0,5.0,2.0,12.0,12.0,8.0,12.0,3.0,4.0,3.0,12.0,4.0,1.0,4017133.361202558,-989907.5894287032
SWE,USA,2017,4828604.386234998,1506427.338173065,3322177.0480619324,1218807.8533866336,254091.9222354801,309664.21845445794,1396898.7923983778,5241579.189861099,2694940.0942437365,102.06346669216636,5.0,5.0,8.0,2.0,2.0,2.0,1.0,10.0,14.0,5.0,2.0,1.0,1.0,7.0,3.0,2.0,1199051.8246844374,-166891.49707912529
SWE,USA,2018,16492821.832928976,816132.9712194193,15676688.861709557,1385810.5140150306,391730.2758890207,468736.1677493672,236861.55784820858,2833986.7125773584,1155269.7987052994,87.00572160475168,3.0,3.0,6.0,0.0,2.0,2.0,2.0,11.0,4.0,4.0,5.0,3.0,1.0,8.0,1.0,2.0,1637250.9322122792,-120589.20866114249
SWE,USA,2019,8143592.472070665,3975061.6545443,4168530.8175263647,1033777.2882563518,317634.663661871,409909.2051158314,285504.0350454026,3491570.0083123483,1687536.1128698934,104.5288006517789,3.0,3.0,3.0,0.0,0.0,0.0,1.0,3.0,4.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1166107.8241083138,-474315.95382791915
SWE,USA,2020,10610250.002985025,3296346.9266802827,7313903.076304742,1190551.0132920903,237818.80415974572,252139.4437066207,6978390.1142815985,5225509.473125956,22055888.66187299,114.2381540866836,3.0,3.0,4.0,5.0,1.0,2.0,4.0,4.0,1.0,3.0,1.0,1.0,0.0,2.0,1.0,1.0,1246729.1787763934,-186398.22657714432
SWE,USA,2021,9176632.742656397,4877157.72615921,4299475.016497186,1090466.4951779349,246308.80563384324,266128.2396637551,4480424.197719846,6001249.431926887,14902299.455798883,128.23115944752522,2.0,2.0,3.0,3.0,0.0,1.0,5.0,0.0,2.0,5.0,1.0,0.0,2.0,4.0,0.0,2.0,1065995.065875963,-484716.11561856826
SWE,ZAF,2016,55118563.07498999,14239592.532594897,40878970.54239509,-2255903.8280892195,0.0,0.0,9613087.869887132,-5596520.119672678,18632599.108336184,408.7919617655174,13.0,13.0,16.0,4.0,5.0,5.0,9.0,20.0,17.0,14.0,4.0,5.0,4.0,11.0,6.0,4.0,526695.6558291467,-2239543.938948626
SWE,ZAF,2017,5454551.054884875,1238700.7095113322,4215850.345373543,674549.8881824618,63936.83867403593,76383.48465348213,1608424.3128941336,2448937.571815116,3385744.2944917046,68.91523968073824,2.0,2.0,3.0,3.0,1.0,1.0,0.0,2.0,4.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0,705586.4643751294,-146418.69348192998
SWE,ZAF,2018,13701668.7734613,4750444.775133332,8951223.998327969,-2740333.75469226,0.0,0.0,15351091.251997454,-7217521.876496289,89092191.39049087,244.0298932654826,18.0,18.0,23.0,8.0,16.0,7.0,23.0,30.0,23.0,20.0,10.0,23.0,9.0,29.0,8.0,17.0,479768.68393849547,-2967787.590185514
SWE,ZAF,2019,5073537.49543605,760560.655256435,4312976.840179615,497393.3806233163,36633.81656112663,48669.47233421143,60347645.7260074,2258133.86165361,106635027.05530697,93.32865263570677,4.0,4.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,2.0,0.0,2.0,429174.98268763005,-101417.06150145867
SWE,ZAF,2020,6311386.681147088,1441551.506984139,4869835.174162949,389480.8704871195,74890.62928398636,89231.56297420697,500063.4814819615,2082355.399194535,977936.0252570395,113.71858051223265,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,409398.30425685877,-144920.1240425664
SWE,ZAF,2021,87885767.62694669,29167834.622686137,58717933.00426055,-16810369.8718289,0.0,0.0,3897773.2214334225,-91901851.10884963,6797943.391790486,915.4038095539736,4.0,4.0,5.0,3.0,1.0,0.0,6.0,9.0,4.0,2.0,3.0,4.0,2.0,2.0,1.0,3.0,2075802.5980992361,-13519322.425391221
KOR,ABW,2016,33851547.61588783,10078702.489535468,23772845.126352362,11073176.066920971,1605114.4770731211,1813848.892990633,1765987.1812832234,58876451.052211925,4532048.861575993,683.4615582807827,2.0,2.0,5.0,1.0,5.0,8.0,1.0,0.0,2.0,2.0,3.0,8.0,1.0,3.0,5.0,1.0,10104696.154979326,-5185263.666208379
KOR,ABW,2017,22797845.51364866,15321997.251027716,7475848.262620944,6793359.139253598,7827.754633005997,10869.711124624673,2796790.1706699394,21164053.56625572,4760460.9551080875,172.9217157881944,4.0,4.0,5.0,1.0,5.0,7.0,1.0,1.0,1.0,5.0,3.0,4.0,4.0,2.0,3.0,2.0,6233988.823380297,-1261437.4489257936
KOR,ABW,2018,96308192.10088478,80900096.68941393,15408095.411470842,-15886948.409550767,0.0,0.0,31260876.323089056,-52156165.023785144,74925475.53608388,256.344450424217,3.0,3.0,4.0,0.0,9.0,6.0,3.0,3.0,3.0,6.0,2.0,6.0,5.0,4.0,4.0,1.0,2829415.652312248,-15285500.635927755
KOR,ABW,2019,60967591.3067152,47868160.336900614,13099430.969814584,-6096759.13067152,0.0,0.0,664247.5375365926,-24090560.736864604,2845030.9070660137,131.49281003620453,3.0,3.0,3.0,1.0,1.0,4.0,1.0,0.0,1.0,3.0,1.0,3.0,0.0,0.0,3.0,1.0,2223498.0153325256,-6584005.782329757
KOR,ABW,2020,52149208.30522165,37812491.6132401,14336716.691981545,28744916.426360726,0.0,0.0,1179982.3099862046,76983388.24127138,10186913.314863864,165.47719859948987,2.0,2.0,5.0,0.0,5.0,6.0,1.0,2.0,0.0,1.0,4.0,5.0,4.0,2.0,5.0,1.0,23231410.473930676,-3708457.871210035
KOR,ABW,2021,50250110.366958044,21744357.63505043,28505752.731907614,35186459.81742646,4426778.442967072,6193394.630353419,206303.96002069916,129741717.89675745,852839.9439541476,471.075453938632,8.0,8.0,19.0,4.0,30.0,18.0,7.0,4.0,8.0,10.0,13.0,20.0,4.0,4.0,23.0,10.0,33524979.046848465,-6479773.283809096
KOR,AIA,2016,8277770.641438336,5938927.774979372,2338842.866458964,5506670.287706135,1003802.0756538858,1333835.0246744798,1097475.8376737928,17672989.778262086,10463021.861429513,89.62251804343427,1.0,1.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,2.0,5121399.493401097,-2568793.8014755007
